alim_grp_nom_fr;alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;Energie_Kj;Energie_Kcal;Eau;Proteines;Glucides;Lipides;Sucres;Glucose;"Fibres
alimentaires";"AG
saturés";"Sel
chlorure
de
sodium"
fruits. légumes. légumineuses et oléagineux;fruits;fruits et leurs produits de la Martinique;Prune de cythère. chair et peau. avec pépins. mûre. crue. prélevée à la Martinique;-;-;86.5;0.54;-;0.03;-;-;-;-;-
fruits. légumes. légumineuses et oléagineux;fruits;fruits et leurs produits de la Martinique;Prune de cythère. chair et peau. avec pépins. verte ou immature. crue. prélevée à la Martinique;-;-;89.6;0.6;-;0.07;-;-;-;-;-
fruits. légumes. légumineuses et oléagineux;fruits;fruits et leurs produits de la Martinique;Fruit du jacquier ou jacque. chair sans peau. cru. prélevé à la Martinique;-;-;69.9;1.98;-;0.21;-;-;-;-;-
fruits. légumes. légumineuses et oléagineux;fruits;fruits et leurs produits de la Réunion;Mangue José. chair sans peau. sans noyau. crue. prélevée à La Réunion (Mangifera indica L.);376;88.8;77.1;0.75;19.3;0.5;18.4;3.2;1.8;0.18;< 0.013
fruits. légumes. légumineuses et oléagineux;fruits;fruits et leurs produits de la Réunion;Ananas Victoria ou Queen Victoria. chair sans peau. crue. prélevé à La Réunion;295;69.8;81.3;0.94;15.1;< 0.3;14.9;2.5;2.4;< 0.01;< 0.013
fruits. légumes. légumineuses et oléagineux;fruits;fruits et leurs produits de la Réunion;Papaye Colombo (fruit mûr). chair sans peau. sans pépins. crue. prélevée à La Réunion (Carica papaya L.);160;38;88.6;0.56;7.88;< 0.3;7.7;4.1;2.2;< 0.01;< 0.013
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Amande. avec peau. sans sel ajouté;2540;615;4.8;22.6;9.51;51.3;4.2;0.2;12.5;4.11;< 0.013
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Cacahuète. sans sel ajouté;2580;623;2.2;26.1;14.8;49.1;5.9;< 0.2;8.6;8.4;0.022
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Cacahuète. grillée. salée;2630;635;1.22;26.2;14.2;50.8;4.25;0.073;8.08;8.63;1.26
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Noisette. sans sel ajouté;2610;632;7.3;17;7.16;56.9;4.9;0.3;11.6;4.75;< 0.013
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Noix. cerneau. séchée;2930;709;4;15.7;6.88;67.3;3;0.2;6.7;6.45;< 0.13
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Noix de coco. chair. fraîche;1520;369;45.5;4.09;4.69;34.7;4.69;-;10.6;30.3;0.048
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Noix de coco. chair. sèche;2850;692;3;8.06;7.81;66.8;6.93;0.3;13.7;60.6;0.076
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Noix du Brésil ou noix d'Amazonie. sans sel ajouté;2890;701;3.42;16.4;4.23;67.1;2.33;0;7.5;16.1;0.0075
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Pistache. grillée. salée;2550;617;2.09;22.3;15.9;49.5;7.57;0.25;9.32;6.58;1.67
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Sésame. graine;2510;606;3.48;20.9;12.8;49.7;0.3;-;11.8;6.96;< 0.1
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Tournesol. graine;2700;653;3.38;25.1;10.1;55.5;2.62;-;6.4;6.23;0.023
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Noix de coco. amande immature. fraîche;1480;360;47;3.93;6.22;33.5;6.22;-;9;29.7;0.05
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Purée de marrons. appertisée;433;102;74.4;2.69;22.8;-;-;-;-;-;0.0026
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Mélange apéritif de graines salées et fruits séchés;2420;583;-;19.9;23.7;44.1;23.7;-;5.86;4.18;2.14
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Mélange apéritif de graines salées et raisins secs;2330;561;5.3;19.6;27.1;39.6;21.6;8.5;8.4;4.98;0.42
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Noix de cajou. grillée. salée;2620;632;1.51;18;26.7;49.5;8.01;0.08;3.85;10.5;1.15
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Châtaigne. bouillie/cuite à l'eau;518;123;68.2;2.36;23;1.38;traces;0;4.5;0.26;0.068
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Châtaigne. grillée;893;211;44.4;3.94;41.1;1.7;11.3;< 0.3;7.1;0.27;< 2
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Châtaigne. crue;795;189;50.3;2.39;36.8;1.76;7.92;-;8.1;0.33;0.0063
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Pignon de pin;2930;712;2.45;16.2;2.93;68.4;1.83;0.036;10;4.9;0.023
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Noix de pécan. sans sel ajouté;3000;727;3.52;10.8;4.25;72;3.81;0.038;9.6;6.18;0
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Noix de macadamia. sans sel ajouté;3120;757;1.36;9.33;5.22;75.8;4.24;0.065;8.6;12.1;0.013
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Luzerne. graine;1790;426;7.4;35;39.3;12.6;-;-;7.9;-;-
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Noisette grillée. sans sel ajouté;2820;684;2.52;17;8.81;62.4;4.89;0.07;9.4;4.51;-
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Lin. graine;2180;528;6.1;22.4;6.49;40.3;1.64;< 0.3;24.4;4.26;0.1
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Sésame. graine décortiquée;2570;620;3.75;24.1;10.3;51;0.48;0.1;11.6;7.9;0.12
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Cacahuète. grillée à sec. salée;2550;615;2.3;24.8;17.9;47.7;3.7;< 0.1;7.4;7;1.8
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Sésame. grillé. graine décortiquée;2410;582;5;20;9.14;48;0.48;-;16.9;6.72;0.098
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Châtaigne ou marron. appertisé;613;145;62.7;2.31;28.8;1.4;3.9;< 0.5;4;0.4;0.13
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Amande. émondée. sans sel ajouté;2610;631;4.51;25.8;8.76;52.5;4.63;0.03;9.9;3.95;0.048
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Amande. grillée. salée;2680;647;2.41;24.1;12.2;53.9;3.94;0.0081;8.46;5.68;0.95
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Noix de macadamia. grillée. salée;2980;724;1.61;8.3;9.95;70.2;4.4;0.07;9.5;11;0.9
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Pistache. grillée. sans sel ajouté;2610;631;1.85;21.7;14.9;51.6;7.75;0.26;10.2;6.45;0.012
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Tournesol. graine. grillé. salé;2590;626;1.2;25;12.7;51;3.3;0.03;8.3;2.2;2.63
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Noix de pécan. salées;3010;731;-;12;5;73;4.9;-;3;7.1;1
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Chia. graine. séchée;1880;454;5.8;19.5;7.72;30.7;-;-;34.4;3.33;0.04
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Mélange apéritif de graines et fruits séchés. sans sel ajouté;2060;493;-;9.78;51;26.3;7;-;6.36;5.07;0.3
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Mélange apéritif de graines et raisins secs. sans sel ajouté;2250;541;6.1;14.8;31.8;37.2;29.4;14.2;9.6;4.96;0.018
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Noisette grillée. salée;2740;664;-;15.8;7.67;61.2;2.91;-;9.43;6.43;0.83
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Lin. brun. graine;2200;533;5.8;21.3;3.56;42.2;1.4;0.3;26.9;4.61;0.095
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Cacahuète. grillée. sans sel ajouté;2670;644;2.1;26.9;14.4;51.9;6.01;< 0.3;5.7;6.01;< 2
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Noix de cajou. grillée. sans sel ajouté;2560;618;1.7;20.5;21.3;48.1;6.64;< 0.1;8.4;8.24;0.015
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Noix de cajou. grillée à sec. sans sel ajouté;2610;630;1.3;20.5;23.5;49;6.63;< 0.1;5.7;8.87;0.02
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Cacahuète. grillée. aromatisée;2480;598;-;26.1;14.6;46.6;3.62;-;7.8;8.73;1.92
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Mélange apéritif de graines grillées. salées;2630;637;-;21.3;9.69;54.7;4.55;-;10.5;8.91;0.95
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Amande. grillée. salée. goût fumé;2600;629;-;22.5;9.01;54;4.56;-;8.25;4.31;1.23
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Chanvre ou chènevis. graine décortiquée;2560;617;4.96;37.2;5.38;48.8;1.5;0.2;4;4.6;0.013
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Courge. graine. séchée;2560;618;5.23;35.6;5.39;49.1;1.4;0.13;6;8.66;0.018
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Fruits à coques et cacahuète. salé (aliment moyen);2610;630;1.68;23.6;17.6;50.1;5.15;0.075;7.13;8.28;1.35
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Fruits à coques et cacahuète. sans sel ajouté (aliment moyen);2610;632;5.43;18.2;10.5;55;5.55;0.24;10.7;5.89;0.0085
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Beurre de cacahuète ou pâte d'arachide;2670;643;1.23;25.4;17.3;51.4;10.5;0.13;5;10.1;1.07
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Tahin ou purée de sésame;2610;631;3.03;20.3;13.8;53.4;0.49;-;7;7.48;0.19
fruits. légumes. légumineuses et oléagineux;fruits à coque et graines oléagineuses;-;Soja. graine entière;1840;441;8.54;40;20.9;19.9;7.33;-;9.3;2.88;0.005
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Blé dur (grains entiers). précuit. cuit. sans sel ajouté;646;153;61.5;5.75;28.2;1.1;0.18;< 0.08;3.5;0.19;0.043
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Riz complet. cuit. sans sel ajouté;792;187;54;4.06;37.6;1.8;0.13;< 0.08;2.1;0.43;0.035
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Riz blanc. cuit. sans sel ajouté;658;155;61.4;3.31;33.2;0.7;traces;< 0.08;1.4;0.17;0.045
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Riz blanc étuvé. cuit. sans sel ajouté;621;146;63.5;3.1;31.7;0.56;0.11;0.01;1.1;0.074;0.0059
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Riz blanc. précuit. cuit. sans sel ajouté;-;-;68;-;28.1;1.3;traces;-;1;-;0.0025
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Riz rouge. cuit. sans sel ajouté;598;141;63.1;3.63;28.2;0.69;traces;< 0.5;4;-;0.0088
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Riz sauvage. cuit. sans sel ajouté;430;102;73.9;3.99;19.7;0.34;0.73;0.2;1.8;0.049;0.0075
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Riz semi-complet. cuit. sans sel ajouté;700;165;58.8;3.81;34.4;1;traces;< 0.08;1.7;0.22;0.063
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Riz thaï. cuit. sans sel ajouté;606;143;65.1;2.5;31.4;0.8;traces;< 0.08;< 0.5;0.14;0.04
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Riz basmati. cuit. sans sel ajouté;629;148;63.3;3.19;32.9;0.4;traces;< 0.08;< 0.5;0.14;0.045
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Flocons d'avoine bouillis/cuits à l'eau;291;69.1;83.6;2.72;10.3;1.52;0.23;0;1.7;0.31;0.01
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Orge perlée. bouilli/cuite à l'eau. sans sel ajouté;503;119;68.8;2.42;24.4;0.44;0.28;-;3.8;0.093;0.0075
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Mil. cuit. sans sel ajouté;492;116;71.4;3.76;22.4;1;0.13;-;1.3;0.17;0.005
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Quinoa. bouilli/cuit à l'eau. sans sel ajouté;631;149;61.6;5;27.9;1.1;0.87;< 0.1;3.8;0.14;0.015
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Polenta ou semoule de maïs. cuite. sans sel ajouté;323;76.1;79.9;1.38;16.9;< 0.3;0.1;< 0.1;1.6;< 0.01;< 0.01
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Semoule ou graine de couscous. cuite. sans sel ajouté;693;164;59;6.38;31;0.9;3.36;< 0.08;2.8;0.21;0.038
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Semoule ou graine de couscous complète. cuite. sans sel ajouté;602;142;63.8;4.69;26.8;1;1.38;< 0.08;3.7;0.21;0.04
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Semoule ou graine de couscous semi-complète. cuite. sans sel ajouté;718;170;57.2;6.13;32.4;1;1.15;< 0.08;3.2;0.22;0.02
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Boulgour de blé. cuit. sans sel ajouté;555;131;66.5;4.63;24.1;1;traces;< 0.08;3.7;0.16;0.033
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Pâtes sèches. standard. cuites. sans sel ajouté;706;167;58.9;6.69;31.4;1.1;0.87;< 0.08;2.2;0.2;0.048
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Pâtes fraîches. aux oeufs. cuites. sans sel ajouté;712;168;59.1;6.31;32;1.3;traces;< 0.5;1.5;-;0.042
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Pâtes sèches. aux oeufs. cuites. sans sel ajouté;566;134;68.1;4.94;23;2;0.8;< 0.2;2;0.42;< 0.01
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Pâtes sèches. sans gluten. cuites. sans sel ajouté;690;163;60.1;3.25;34.4;1.1;0.49;0.19;1;0.29;0.015
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Pâtes sèches. au blé complet. cuites. sans sel ajouté;758;179;54.3;7.88;31.3;1.4;0.94;< 0.08;5.1;0.27;0.055
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Pâtes sèches. sans gluten (à base de riz et maïs). cuites. sans sel ajouté;720;170;58;3.38;36.6;0.8;traces;< 0.1;1.3;0.35;< 0.013
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Pâtes sèches. sans gluten (à base de lentilles corail). cuites. sans sel ajouté;709;168;56.8;12.6;25.1;0.8;1.03;0.45;4.9;0.16;< 0.013
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Pâtes sèches. semi-complètes. cuites. sans sel ajouté;730;173;56;6.13;31.8;1.2;0.99;< 0.08;4.5;0.22;0.038
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Vermicelle de riz. cuite. sans sel ajouté;368;86.6;77.8;1.5;20.1;< 0.5;< 0.2;< 0.2;< 0.5;< 0.01;0.024
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Vermicelle de soja. cuite. sans sel ajouté;254;60;84.4;0.31;14.4;0.1;0;< 0.5;0.8;-;0.0063
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Gnocchi à la pomme de terre. cuit;755;178;55.5;5.01;34.1;2.05;1.1;< 0.2;1.75;0.26;1.01
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales cuits;Frik (blé dur immature concassé). cuit. sans sel ajouté;321;76;79.6;2.19;14;0.48;traces;< 0.5;3.5;-;0.005
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Épeautre. cru;1450;344;11;15.6;59.5;2.43;6.68;0.82;10.7;0.41;0.02
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Blé de Khorasan. cru;1440;342;11.1;15.6;59.5;2.13;7.74;0.61;11.1;0.2;0.013
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Blé dur complet. cru;1440;342;10.9;14.7;59.3;2.47;1.8;0;11.8;0.45;0.005
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Blé dur complet. précuit. à cuire;1520;359;8.81;14.7;67.7;1.83;0.83;0;6.67;0.37;0.01
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Riz blanc. cru;1480;350;12.6;7.38;77.5;0.79;0.12;< 0.1;1.53;0.16;0.0079
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Riz blanc étuvé. cru;1530;361;9.86;7.69;79.4;1.02;0.33;0.11;1.65;0.25;0.01
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Riz complet. cru;1480;350;12.6;7.38;71.4;2.8;0;< 0.5;5;0.56;0.01
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Riz sauvage. cru;1460;344;11.5;11.7;69.2;0.94;0.9;< 0.5;5.9;0.15;0.0068
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Riz rouge. cru;1490;352;12.4;8.38;70.6;3;traces;< 0.5;4.5;-;0.028
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Riz thaï ou basmati. cru;1490;351;12.5;7.44;78.4;0.63;0;< 0.2;1.06;0.18;0.032
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Riz. mélange de variétés (blanc. complet. rouge. sauvage. etc.). cru;1500;355;12.2;7.5;78.1;1;0.5;-;1.5;0.2;0.025
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Avoine. crue;1590;378;8.22;18.1;55.7;6.9;1.2;-;10.6;1.22;0.005
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Orge complète. crue;1410;334;9.44;13.4;56.2;2.3;0.8;-;17.3;0.48;0.03
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Orge perlée. crue;1460;346;10.1;10.6;68.6;1.16;0.8;-;9.1;0.24;0.023
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Mil complet. cru;1520;360;8.67;11.8;64.3;4.22;-;-;8.5;0.72;0.013
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Quinoa. cru;1510;358;13.3;14.1;58.1;6.07;-;-;7;0.71;0.013
produits céréaliers;pâtes. riz et céréales;pâtes. riz et céréales crus;Amarante. crue;1560;369;11.3;14.5;58.6;7.02;1.68;0.27;6.7;1.46;0.01
