alim_grp_nom_fr;alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;Energie_Kj;Energie_Kcal;Eau;Proteines;Glucides;Lipides;Sucres;Glucose;"Fibres
alimentaires";"AG
saturés";"Sel
chlorure
de
sodium"
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. aux fruits. 0% MG. avec édulcorants. enrichi en vitamine D;194;45.5;86.9;4.23;6;< 0.1;5.42;0.54;0.6;< 0.15;0.12
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. aux fruits. sucré;375;88.9;79.5;3.17;12.6;2.41;11.6;0.7;0.6;1.58;0.095
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. aux fruits. à la crème. sucré;474;113;77.1;2.67;13.4;5.1;12.8;0.91;0.14;3.33;0.11
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. aux fruits. sucré. enrichi en vitamine D;377;89.5;79.8;3.26;12.3;2.65;11.6;0.38;0.2;1.76;0.088
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. nature;211;50.1;88.4;3.75;4.26;1.68;4;0.095;traces;1.08;0.1
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. nature. 0% MG;166;39.1;88.9;4.08;4.89;< 0.1;4.63;< 0.08;0.031;< 0.15;0.11
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. nature. 0% MG. enrichi en vitamine D;163;38.5;-;4.49;4.86;0.19;4.79;-;0.12;0.072;0.14
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. nature. à la crème;444;107;82.9;3.16;3.8;8.5;3.56;< 0.08;0.000017;5.49;0.085
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. nature. sucré;344;81.7;82.2;2.86;10.7;2.81;10.1;0.18;0.031;1.81;0.075
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. nature. sans précision sur teneur en matière grasse et sucre (aliment moyen);262;62.3;86.2;3.85;5.85;2.3;5.5;0.13;0.029;1.49;0.093
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. nature ou aux fruits (aliment moyen);307;72.9;83.9;3.62;7.98;2.6;7.51;0.34;0.18;1.69;0.097
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. aux fruits (aliment moyen);384;91.2;79.9;3.22;11.7;3.12;11;0.7;0.43;2.04;0.1
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Spécialité laitière riche en protéines. sur lit de fruits. sucrée;412;97.6;76.3;7.31;11.5;2.29;11.3;1.7;-;1.56;0.083
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. aromatisé ou aux fruits. 0% MG (aliment moyen);201;47.2;86.5;4.45;6.14;0.053;5.32;0.24;0.54;0.06;0.12
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. aromatisé ou aux fruits. non allégé en matière grasse (aliment moyen);386;91.6;79.6;3.09;12.5;2.92;12;0.43;0.23;1.87;0.093
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. aromatisé ou aux fruits. avec édulcorants (aliment moyen);201;47.2;86.5;4.45;6.14;0.053;5.32;0.24;0.54;0.06;0.12
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. aromatisé ou aux fruits. sucré (aliment moyen);387;91.9;79.5;3.09;12.6;2.94;12.1;0.43;0.23;1.89;0.094
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. aromatisé ou aux fruits. non allégé en matière grasse. sucré (aliment moyen);387;91.8;79.5;3.09;12.6;2.94;12.1;0.43;0.23;1.88;0.094
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. aromatisé ou aux fruits (aliment moyen);368;87.5;80.2;3.23;11.9;2.65;11.4;0.41;0.26;1.7;0.097
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. nature. enrichi en vitamine D;266;63.4;86.5;4.23;4.4;2.85;4.19;0.12;0.0071;1.85;0.1
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Spécialité laitière riche en protéines. nature;313;74.5;-;9.1;3.45;2.7;3.45;-;< 0.1;1.9;0.12
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. nature. sucré. enrichi en vitamine D;359;85.4;81.5;3.03;10.9;3.02;10.8;< 0.08;0.017;1.93;0.078
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt au lait de chèvre. aux fruits. sucré;419;99.9;-;3.75;11.6;4.29;11.2;-;-;2.97;0.088
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt au lait de chèvre. sur lit de fruits. sucré;450;107;-;3.77;13.2;4.38;12.4;-;-;3.05;0.093
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt ou lait fermenté. sur lit de fruits. à la crème. sucré;528;126;-;2.51;14.2;6.47;13.6;-;0.52;4.08;0.1
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Lait fermenté à boire ou lait ribot. nature. maigre;153;36.2;90.6;3.26;3.87;0.54;3.87;< 0.1;0.05;0.34;0.11
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Lait fermenté à boire ou lait ribot. nature. au lait entier;220;52.7;88.3;3.31;1.99;3.2;1.99;< 0.1;< 3;2.24;0.088
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt à la grecque nature;428;103;83.5;2.96;3.73;8.16;3.11;< 0.08;0.071;5.26;0.08
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt à la grecque aromatisé. sucré;559;134;-;2.34;14.2;7.49;13.5;-;0.15;5;0.1
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Kéfir de lait;255;61.1;87.6;3.13;4.5;3.4;3.42;< 0.04;0;2.33;0.12
produits laitiers;produits laitiers frais et alternatives végétales;yaourts et spécialités laitières type yaourt;Yaourt au lait de brebis. nature. 6% MG environ;411;98.9;-;5.31;3.98;6.77;2.54;-;0.49;4.76;0.13
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc. nature ou aux fruits (aliment moyen);337;80;82.4;6.87;6.34;2.83;6.05;0.26;0.02;1.83;0.09
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage frais type petit suisse. aromatisé chocolat. sucré;694;165;62.4;4.13;22.5;6.48;19.7;-;0.2;4.3;0.28
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Faisselle au coulis de fruits;389;93;-;3.5;8.5;5;8.5;0.72;-;3.6;0.077
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Faisselle. 0% MG;156;36.8;89.9;4.43;4.65;0.05;3.71;-;0.083;0.025;0.13
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Faisselle. 6% MG environ;349;83.6;84.7;4.38;3.36;5.5;3.36;< 0.2;0.21;3.74;0.088
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc et crème fouettée. sur lit de fruits. sucré;608;145;72.1;4.5;16;7;15;1.1;traces;4.5;0.09
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc. nature. 0% MG;206;48.4;86.5;7.19;4.22;< 0.1;3.29;0.72;0.042;< 0.15;0.09
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc. nature. 0% MG. enrichi en vitamine D;211;49.6;-;7.41;4.76;0.1;4.76;-;< 0.23;0.06;0.12
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc. nature. 2-3% MG;318;75.7;84;7.13;3.86;3.23;3.86;< 0.08;0.019;2.07;0.088
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc. nature. 2-3% MG. enrichi en vitamine D;317;75.5;83.6;6.18;4.87;3.12;4.75;< 0.08;0.03;2.01;0.09
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc et crème fouettée. nature;553;133;78.3;6.59;3.8;9.94;3.8;< 0.08;0;6.53;0.078
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc ou spécialité laitière. aux copeaux de chocolat. 7-8% MG. sucré;635;152;-;5.98;16.3;6.93;15.4;-;0.1;4.83;0.073
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc ou spécialité laitière. aux fruits. 0% MG. sucré;341;80.3;-;7.27;12.8;< 0.37;12;-;0;0;0.088
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc ou spécialité laitière. aux fruits. 2-3% MG. sucré;414;98.3;76.6;6.02;12;2.86;11.6;-;0.28;1.94;0.098
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc ou spécialité laitière. aux fruits. 6-7% MG. sucré;582;139;73;5.46;14.4;6.55;13.6;0.84;0.34;3.57;0.097
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc ou spécialité laitière. sur lit de fruits. 7-8% MG. sucré;541;129;-;4.05;12.8;6.91;12.2;-;< 1;4.69;0.093
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage frais type petit suisse. nature. 0% MG;240;56.5;84.3;9.7;4.2;0.1;4.2;-;< 0.1;< 0.1;0.14
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage frais type petit suisse. nature. 4% MG environ;369;88;81.6;9.52;3.11;3.9;3.11;< 0.1;< 0.15;2.66;0.095
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Mousse de fromage blanc sur lit de fruits. 0% MG. avec édulcorants. enrichie en calcium et vitamine D;237;56.2;-;6.35;6;0.45;5.05;-;1.35;0.26;0.15
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage frais type petit suisse. nature. 10% MG environ;572;137;76.2;9.01;2.61;9.89;2.61;< 0.08;0.78;6.55;0.075
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc ou spécialité laitière. aux fruits. 0% MG. avec édulcorants. sucré. enrichi en vitamine D;228;53.7;-;6.4;6.45;0.1;6.15;-;0.7;0.06;0.14
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc ou spécialité laitière. aromatisé. 0% MG. avec édulcorants. sucré. enrichi en vitamine D;228;53.7;-;6.5;6.7;0.1;6.3;-;0;0.055;0.12
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc ou spécialité laitière. aromatisé. 0% MG. avec édulcorants. sucré;201;47.3;-;5.6;6;0.05;5.2;-;0.2;0.0001;0.13
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc ou spécialité laitière. sur lit de fruits. 0% MG. avec édulcorants. sucré. enrichi en vitamine D;224;52.8;-;6.3;6;0.4;5.4;-;-;0.3;0.12
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc ou spécialité laitière. sur lit de fruits. 0% MG. avec édulcorants. sans sucres ajoutés. enrichi en vitamine D;224;53;-;6.77;5.63;0.17;3.73;-;1.7;0.033;0.09
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc ou spécialité laitière. aromatisé. 0% MG. avec édulcorants. sans sucres ajoutés;194;45.6;-;7.5;3.9;0.0001;3.5;-;0;0.0001;0.1
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc. nature. 7-8% MG;484;116;79.5;5.44;5.87;7.63;3.69;0.0019;0.05;5.19;0.11
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc. nature. au lait de brebis. 5% MG environ;386;92.5;-;6.22;4.29;5.61;2.93;-;0;3.91;0.1
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc. nature. au lait de chèvre. 7% MG environ;410;98.3;-;6.42;3.04;6.73;2.65;-;0;4.61;0.077
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc ou spécialité laitière. aromatisé. 0% MG. sucré;327;76.9;78.2;6.86;12.3;0.05;11.9;-;0;0.038;0.1
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc ou spécialité laitière. aromatisé. 2-3% MG. sucré;416;98.7;77.3;6.08;12.8;2.59;12.4;-;0.000033;1.67;0.093
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc. nature. 2-3% MG. sucré;427;101;-;7.5;10.9;3.09;10.8;-;0;2.03;0.099
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc ou spécialité laitière. aromatisé. 7-8% MG. sucré;550;131;-;5.18;12.8;6.57;12.5;-;0.1;4.22;0.088
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage frais type petit suisse. aux fruits. 2-3% MG. sucré;424;101;76.4;6.26;12.9;2.64;12.3;0.55;0.067;1.71;0.092
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage frais type petit suisse. aux fruits. 2-3% MG. sucré. enrichi en vitamine D;242;57.6;87.4;3.36;4.68;2.44;3.6;0.22;0.4;1.52;0.1
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage frais type petit suisse. aromatisé. 2-3% MG. sucré;391;92.7;-;5.84;12.3;2.23;11.8;-;0;1.46;0.1
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage frais type petit suisse. aromatisé. 2-3% MG. sucré. enrichi en vitamine D;380;90.2;-;4.79;12.2;2.48;11.4;-;0.036;1.67;0.12
produits laitiers;produits laitiers frais et alternatives végétales;fromages blancs;Fromage blanc ou spécialité laitière. sur lit de fruits. 0% MG. sucré;334;78.6;-;7.92;11.5;0.089;10.9;-;0.13;0.05;0.11
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Crème dessert. allégée en matière grasse. rayon frais;330;78.2;80;3.58;12.6;1.1;11.4;0.17;1.5;0.72;0.13
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Flan aux oeufs. rayon frais;476;113;74.1;4.14;17.7;2.74;16;0.27;0.38;1.52;0.15
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Lait emprésuré aromatisé. rayon frais;466;111;72.1;4.55;16;3.03;14.9;-;0.6;2.05;0.15
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Lait gélifié aromatisé. nappé caramel. rayon frais;386;91.4;76.7;2.5;16.8;1.05;14.3;2.03;2.2;0.69;0.098
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Lait gélifié aromatisé. rayon frais;523;124;75.2;3.32;19.5;3.53;17.6;0.096;0.52;2.15;0.14
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Liégeois ou viennois (chocolat. café. caramel ou vanille). rayon frais;583;139;71.4;3.03;16.1;6.48;14.6;0.35;2;4.27;0.12
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Oeufs au lait. rayon frais;521;124;-;4.92;14.7;5.08;14.4;-;0;2.88;0.16
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Panna cotta. avec préparations de fruits ou caramel. rayon frais;802;192;66.1;2.63;15.9;12.1;15.8;1.15;1.44;8.21;0.099
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Spécialité laitière ou dessert lacté. aromatisé. à faible teneur en matière grasse. sucré. avec édulcorants. rayon frais;319;75.5;-;3.73;11.9;1.05;9.76;-;1.73;0.68;0.2
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Gâteau de semoule aux raisins et caramel. rayon frais;618;146;67.1;3.79;24.5;3.57;18.8;2.67;0.3;2.21;0.089
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Gâteau de riz au caramel. rayon frais;607;144;67.5;3.3;25.4;3.17;16.1;1.61;0.057;1.95;0.089
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Milkshake. de restauration rapide;530;126;71.9;3.32;17.4;4.66;13.6;1.2;0.65;2.68;0.21
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Crème dessert au chocolat. rayon frais;510;121;72.3;3.39;17.9;3.55;15.4;< 0.08;1.5;2.26;0.16
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Mousse au chocolat (base laitière). rayon frais;649;155;65.8;4.95;20.3;5.45;19.3;0.13;1.82;3.59;0.18
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Crème caramel. rayon frais;651;155;69;4.65;21;5.74;19.3;1.76;0.32;3.54;0.15
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Crème aux oeufs (petit pot de crème chocolat. vanille. etc.). rayon frais;679;162;68.2;4.25;17.5;8.1;12.9;0.16;0.9;4.84;0.14
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Riz au lait vanille. cannelle ou nature. rayon frais;509;121;72.8;2.94;18.9;3.4;10.8;< 0.16;1.2;2.07;0.11
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Crème brûlée. rayon frais;1120;269;54.7;4.35;17.5;20.1;16.3;0.42;0.32;13.1;0.11
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Crème dessert à la vanille. appertisée;561;133;73.3;3.77;21.1;3.62;16;-;0.5;1.8;0.17
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Ile flottante. rayon frais;555;131;70.1;4.6;21.4;3.05;19.4;1.31;0.067;1.53;0.12
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Semoule au lait. rayon frais;555;132;67.2;3.34;18.9;4.73;12.8;1.15;0.33;2.24;0.11
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Crème dessert à la vanille. rayon frais;436;103;76.9;2.92;16.2;2.88;13.8;< 0.08;0.11;1.88;0.12
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Crème dessert. rayon frais (aliment moyen);579;138;71.2;3.43;17.4;5.82;14.9;0.29;0.77;3.74;0.14
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Mousse liégeoise (chocolat. café. caramel ou vanille). rayon frais;739;177;-;3.67;19.2;9.35;17.7;-;0.57;6.25;0.13
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Crème dessert au café. rayon frais;494;118;76.1;2.8;17.3;4.09;14.4;0.23;0.075;2.74;0.16
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Crème dessert au caramel. rayon frais;458;108;75.3;2.83;18.1;2.68;14.2;1.97;0.078;1.75;0.19
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Mousse aux fruits. au fromage frais. 0% MG. sucrée. avec édulcorants. enrichie en calcium. rayon frais;219;51.7;85.4;6.13;5.51;< 0.3;4.31;0.25;1.2;< 0.01;0.09
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Mousse aux fruits. au fromage frais. sucrée. rayon frais;603;144;-;4.92;14.4;7.39;11.6;-;0.033;4.79;0.096
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Riz au lait. au caramel. rayon frais;615;146;-;2.89;24.5;4;16.5;-;0.1;2.58;0.16
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Riz au lait. rhum raisins. rayon frais;560;133;-;2.97;22.3;3.44;15.1;-;0.28;2.17;0.13
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Mousse au chocolat ou café. sur ganache. rayon frais;1490;360;-;4.49;17.5;29.7;15;-;2.67;20.8;0.14
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Crème dessert au chocolat et billes de céréales chocolatées. rayon frais;588;140;-;3.78;22.5;3.78;19.3;-;0.38;2.28;0.18
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Crème dessert. appertisée (aliment moyen);571;136;71;3.46;21.5;3.51;16.4;-;2.12;1.19;0.13
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Crème dessert au chocolat. appertisée;580;138;69;3.18;21.8;3.42;16.8;0.26;3.6;0.63;0.1
produits laitiers;produits laitiers frais et alternatives végétales;desserts lactés;Crème dessert. rayon frais ou appertisée (aliment moyen);579;138;71.2;3.43;17.6;5.75;15;0.29;0.81;3.66;0.14
produits laitiers;produits laitiers frais et alternatives végétales;autres desserts;Tiramisu au café. rayon frais;1010;242;51.6;4.25;30.2;9.8;19.5;1;1.2;6.41;0.19
produits laitiers;produits laitiers frais et alternatives végétales;autres desserts;Tiramisu aux fruits. rayon frais;924;220;-;3.62;32.1;8.27;21.7;-;1.39;6.18;0.14
produits laitiers;produits laitiers frais et alternatives végétales;autres desserts;Mousse à la crème de marrons. rayon frais;872;207;55.4;2.13;34.4;6.5;28.3;0.52;1.1;4.52;0.04
produits laitiers;produits laitiers frais et alternatives végétales;autres desserts;Profiteroles (crème pâtissière et sauce chocolat). rayon frais;1050;251;48.8;5.06;31.1;11.4;19;1.67;2;7.78;0.26
produits laitiers;produits laitiers frais et alternatives végétales;autres desserts;Mousse au chocolat traditionnelle. rayon frais;1330;319;-;7.23;23.8;21.1;21.4;-;2.74;12.5;0.28
produits laitiers;produits laitiers frais et alternatives végétales;autres desserts;Clafoutis aux fruits. rayon frais;835;198;58.5;5.1;29.4;6.39;22.1;1.49;1.54;4.01;0.19
produits laitiers;produits laitiers frais et alternatives végétales;autres desserts;Liégeois aux fruits. rayon frais;606;145;72.3;1.15;17.7;7.26;16.5;1.8;1.37;4.75;0.048
produits laitiers;produits laitiers frais et alternatives végétales;autres desserts;Fondant au chocolat noir et crème anglaise. rayon frais;881;211;61.4;4.5;19;13;14;< 0.1;-;8;0.1
produits laitiers;produits laitiers frais et alternatives végétales;autres desserts;Gâteau au chocolat. coeur fondant. rayon frais;1560;373;-;6.56;41.2;19.5;30.4;-;3.07;12.2;0.14
produits laitiers;produits laitiers frais et alternatives végétales;autres desserts;Pain perdu;947;226;53.7;6;30.8;8.45;14.1;-;1.1;2.13;1.22
produits laitiers;produits laitiers frais et alternatives végétales;autres desserts;Lait de poule. sans alcool;368;87.8;82.5;4.46;8.05;4.19;8.05;0.07;0;2.59;0.14
produits laitiers;produits laitiers frais et alternatives végétales;autres desserts;Crème pâtissière instantanée. reconstituée;504;120;69.7;3.79;18;3.6;15.3;traces;0;1.87;0.2
produits laitiers;produits laitiers frais et alternatives végétales;desserts végétaux;Dessert au soja. aux fruits. sucré. enrichi en calcium. fermenté. rayon frais;364;86.2;80.7;3;12.9;2.3;11.6;2.08;< 0.5;0.79;0.07
produits laitiers;produits laitiers frais et alternatives végétales;desserts végétaux;Dessert au soja. nature. sans sucres ajoutés. non enrichi. fermenté. rayon frais;188;44.7;90.7;4.13;2.05;1.9;0.69;0.15;0.8;0.22;0.085
produits laitiers;produits laitiers frais et alternatives végétales;desserts végétaux;Dessert au soja. nature. sans sucres ajoutés. enrichi en calcium. fermenté. rayon frais;176;42;91.4;3.94;1.1;2.1;0.27;0.27;0.6;0.34;0.053
produits laitiers;produits laitiers frais et alternatives végétales;desserts végétaux;Dessert au soja. aux fruits. sucré. non enrichi. fermenté. rayon frais;329;78;81.8;3.63;11;1.7;10.6;1.76;1.1;0.34;0.085
produits laitiers;produits laitiers frais et alternatives végétales;desserts végétaux;Dessert au soja. aux amandes. sucré. enrichi en vitamines et minéraux. fermenté. rayon frais;234;56;88.7;4;2.85;2.8;1.09;< 0.1;0.6;0.38;0.19
produits laitiers;produits laitiers frais et alternatives végétales;desserts végétaux;Dessert au soja. aromatisé. sucré. enrichi en calcium. rayon frais;401;95;77.5;3.56;15.3;1.9;13.2;0.33;1.1;0.48;0.13
produits laitiers;produits laitiers frais et alternatives végétales;desserts végétaux;Dessert au soja. aromatisé. sucré. non enrichi. rayon frais;393;93.1;78.2;3;16;1.7;12.5;0.2;0.8;0.47;0.11
produits laitiers;produits laitiers frais et alternatives végétales;desserts végétaux;Dessert végétal sans soja (amande. avoine. chanvre. coco. riz). aromatisé. sucré. non enrichi. rayon frais;617;148;71.7;2;15.8;8;12.4;0.29;2.1;4.92;0.065
produits laitiers;produits laitiers frais et alternatives végétales;desserts végétaux;Dessert végétal sans soja (coco. riz). aux fruits. sucré. enrichi en calcium. fermenté. rayon frais;318;75.1;81.8;0.25;16;1;10.8;2.66;< 0.5;0.83;0.095
produits laitiers;produits laitiers frais et alternatives végétales;desserts végétaux;Dessert au soja. aromatisé. sucré. enrichi en calcium et vitamine D. rayon frais;403;95.6;-;3.25;15.3;2.05;11.1;-;1.45;0.55;0.12
produits laitiers;produits laitiers frais et alternatives végétales;desserts végétaux;Dessert au soja. aux fruits. sucré. enrichi en calcium et vitamine D. fermenté. rayon frais;359;85.1;-;3.03;13.8;1.68;12.5;-;1.31;0.3;0.088
produits laitiers;produits laitiers frais et alternatives végétales;desserts végétaux;Dessert végétal sans soja (amande. avoine. chanvre. coco. riz). nature. sans sucres ajoutés. non enrichi. rayon frais;620;150;-;1.45;6.7;13;3.25;-;-;12;0.04
produits laitiers;produits laitiers frais et alternatives végétales;desserts végétaux;Dessert végétal sans soja. rayon frais (aliment moyen);617;148;71.7;2;15.8;8;12.4;0.29;2.1;4.92;0.065
produits laitiers;produits laitiers frais et alternatives végétales;desserts végétaux;Dessert au soja. rayon frais (aliment moyen);283;67.2;84.7;3.71;8.19;1.8;7.13;1.02;0.93;0.33;0.082
produits laitiers;produits laitiers frais et alternatives végétales;desserts végétaux;Mousse au chocolat végétale. rayon frais;1090;262;48.1;6.69;24.3;14;23.1;0.14;5.1;9.04;0.36
produits laitiers;fromages et alternatives végétales;-;Mélange de fromages râpés (ex : spécial gratins. spécial pâtes. spécial pizzas…);1600;386;-;31.4;0.15;28.9;0.000033;-;0;20.1;1.48
produits laitiers;fromages et alternatives végétales;-;Fromage (aliment moyen);1350;324;48.2;20.6;0.71;26.3;0.42;0.067;0.015;18;1.44
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Camembert. sans précision sur le type de lait (pasteurisé ou cru);1160;280;54.8;19.1;traces;22.5;traces;< 0.1;0;15.8;1.45
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage à pâte molle et croûte fleurie. non allégé en matière grasse (type camembert);1120;271;-;19.3;traces;21.5;0;-;0;14.8;1.58
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage à pâte molle et croûte fleurie. allégé en matière grasse (type camembert);743;178;63.7;22.2;1.07;9.3;traces;< 0.1;0;6.8;1.44
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Camembert au lait cru ou thermisé;1110;267;55.9;20.3;traces;20.3;< 0.2;< 0.2;0;14.1;1.45
